review,label,score,tokenized
돈이너무아까워요ㅠ,92 %,부정,['돈이너무아까워요ㅠ']
"어떻게든 억지로 끌어올리려는 감동, 썰렁한 웃음요소, 레트로 감성을 빙자한 페미니즘, 손발 오그라들어 손톱이 빠져버릴 것 같은 억지 우정. 단언컨대 올 해 한 달 남겨두고 11개월간 저지른 가장 큰 실수라면 바로 이...",98 %,부정,"['어떻게든', '억지', '끌어올리려는', '감동', '썰렁한', '웃음', '레트로', '감성', '빙자한', '페미', '손발', '오그라', '손톱이', '빠져버릴', '것', '같은', '억지', '우정.', '단언컨대', '올', '해', '한', '달', '남겨두고', '11개월간', '저지른', '가장', '큰', '실수라면', '바로', '이...']"
재밌어요 세분 연기 합이 정말 좋아요~~~!,98 %,긍정,"['재밌', '세분', '연기', '합이', '정말', '좋아']"
알바좀 작작쓰세요레알 영화관 나오면서 다들 한숨쉬면서나옴,99 %,부정,"['알바', '작작쓰세요레알', '영화', '나오', '다들', '한숨쉬면서나옴']"
진짜 최악의 영화 90년대 우리 어머니 세대의 직장생활을 담은 이야기일줄 알고 보러갔으나 아침드라마 에서도 요즘 안 쓴다는 M&A소재 회장님 이야기;; 감독이 도대체 누구인가 했는데 '전국노래자랑'감독...,94 %,부정,"['진짜', '최악의', '영화', '90년대', '우리', '어머니', '세대의', '직장생활을', '담은', '이야기', '알고', '보러', '아침드라마', '에서도', '요즘', '안', '쓴다는', 'M&A소재', '회장님', '이야기', '감독이', '도대체', '누구인가', '했는데', ""'전국노래자랑'감독...""]"
대기업은 부도덕하지만 능력 뛰어난 고졸 계약직 여자들이 대기업의 부도덕함과 회사를 살린다는 허무맹랑한 스토리 영화~~고졸 쿵쾅이들이 자신의 꿈을 상상속으로 그리기 딱 좋음~~~,93 %,부정,"['대기업은', '부도덕하지만', '능력', '뛰어난', '고졸', '계약직', '여자', '대기업의', '부도덕함과', '회사', '살린다는', '허무맹랑한', '스토리', '영화', '쿵쾅이들이', '자신의', '꿈을', '상상속으로', '그리', '딱', '좋음~~~']"
"재밌긴 한데 9점대는 아닌 거 같아요, 한 7.8점 정도",56 %,긍정,"['재밌', '한데', '9점대', '아닌', '거', '같아요', '한', '7.8점', '정도']"
평점이 왜이렇게 높은지 이해불가.보다가 중간에 나옴.,98 %,부정,"['평점', '왜이렇게', '높은', '이해', '중간에', '나옴.']"
메갈들을 위한 영화 고로 망작,99 %,부정,"['메갈들을', '위한', '영화', '고로', '망작']"
이런 것 도 영화냐 한국 영화 많이 죽었다,62 %,부정,"['이런', '것', '도', '영화', '한국', '영화', '많이', '죽었다']"
별로에요 돈 아까움 개연성도 없고 현실성도 없고,99 %,부정,"['별로', '돈', '아까', '개연성', '없고', '현실', '없고']"
노잼노잼.핵느잼....,99 %,부정,['노잼']
알바가 많은건가...? 이게 재밌다구요...????,95 %,부정,"['알바', '많은', '이게', '재밌']"
대뇌망상 페미영화,98 %,부정,"['대뇌망상', '페미']"
너무나도 진부한 신파극,98 %,부정,"['너무', '진부한', '신파']"
"솔직히 9점은 아니잖아.. 여성, 환경, 반일, 반미 좌파적 요소가 모두 버무려진 웰메이드 여성 판타지. 캐스팅과 연기는 매우 좋다고 할만하다.",92 %,긍정,"['솔직', '9점', '아니', '여성', '환경,', '반일,', '반미', '좌파적', '요소가', '모두', '버무려진', '웰메이드', '여성', '판타지.', '캐스팅과', '연기', '매우', '좋다고', '할만하다.']"
"재미없어요.기대하고갔는데,,",95 %,부정,['재미']
나는 좀 별로던데.. 배우들은 괜찮았는데 좀 뻔하고 연출이 별로.. 하지만 주제는 괜찮았음,99 %,부정,"['나는', '좀', '별로', '배우', '괜찮', '좀', '뻔하', '연출', '별로', '하지', '주제는', '괜찮']"
"딱 킬링타임용 영화. 대기업의 비리+우정+여성직장인들의고충 같은 요소가 들어있긴 하지만, 뭐 하나 제대로 다루지 못하고 발만 담군 느낌. 후반부로 갈수록 더 억지스러웠어요. 기억에 남는 건 그저 봉부장 님 같은 상사...",94 %,부정,"['딱', '킬링타임용', '영화', '대기업의', '비리+우정+여성직장인들의고충', '같은', '요소가', '들어있긴', '하지', '뭐', '하나', '제대로', '다루지', '못하고', '발만', '담군', '느낌', '후반부', '갈수', '더', '억지', '기억에', '남는', '건', '그저', '봉부장', '님', '같은', '상사...']"
그냥 그럼 코로나로 인해 영화의 폭이 좁아져서 마지못해 본거지만 역시나 별로...,98 %,부정,"['그냥', '그럼', '코로나', '인해', '영화', '폭이', '좁아져서', '마지', '본거지만', '역시나', '별로']"
진짜 이게 재밌다구요..? 평점이 9점을 넘는다구요..?,94 %,부정,"['진짜', '이게', '재밌', '평점', '9점', '넘는다구요..?']"
결말까지 꽉닫힌 통쾌한 해피엔딩 완벽,98 %,긍정,"['결말', '꽉닫힌', '통쾌', '해피엔딩', '완벽']"
기본 스토리만 보고도 대단한 그 무언가를 기대하지 않았기때문에 그럭저럭 볼만은 했어요. 다만 후반부로 갈수록 해피엔딩을 위한 억지설정이 상당히 거슬리더라구요.영화에서 뭘 그렇게 따지냐고 할수있는데 가벼운 마음으로 보...,52 %,긍정,"['기본', '스토리', '보고', '대단한', '그', '무언가를', '기대', '않았', '그럭저럭', '볼만', '했어요.', '다만', '후반부', '갈수', '해피엔딩을', '위한', '억지', '상당히', '거슬리더라구요.영화에서', '뭘', '그렇게', '따지냐고', '할수있는데', '가벼운', '마음으로', '보...']"
"82년생 김지영, 걸캅스를 잇는 girs can do anything의 의지.자기가 한국에서 여자로 태어나서 너무 싫고 남자혐오 하는 사람에게는 극 추천",92 %,부정,"['82년생', '김지영,', '걸캅스를', '잇는', 'girs', 'can', 'do', 'anything의', '의지.자기가', '한국', '여자', '태어나서', '너무', '싫고', '남자', '하는', '사람', '극', '추천']"
노쟘이랑께요잉이ㅡㄷㄱ,69 %,긍정,['노쟘이랑께요잉이ㅡㄷㄱ']
"90년대의 이야기가 아니다, 지금의 이야기이다. 그들의 이야기가 아니다, 나의 이야기이다.",56 %,부정,"['90년대', '이야기', '아니', '지금', '이야기', '그들의', '이야기', '아니', '나의', '이야기']"
소소하지만 감동적이고먹먹하지만 통쾌합니다. 간만에 좋은 영화 봤네요  ^^,99 %,긍정,"['소소하지만', '감동', '통쾌', '간만에', '좋은', '영화', '봤네요', '^^']"
재미있게 잘봤어요.억지스럽지 않고 괜찮네요,99 %,긍정,"['재미', '잘봤어요.억지스럽지', '않고', '괜찮']"
WoW~~~크게 기대 안했는데~넘 잼있어요~회사에 다니구 싶은 마음이 간절했었던 영화~,98 %,긍정,"['WoW~~~크게', '기대', '안했는데~넘', '잼있어요~회사에', '다니구', '싶은', '마음이', '간절했었던', '영화']"
생각보다 쫄깃하고 재미짐,99 %,긍정,"['생각', '쫄깃하고', '재미']"
"각자의 캐릭터를 잘 살린 영화다. 한 명, 한 명의 역할이 눈에 들어오고 보기에 충분히 즐거웠다. 영화가 대체로 설명이 부족하다는 느낌이 들기도 했지만 그만큼 호흡이 빠른 영화라 긴장감이 있다. 오랜만에 극장에서 본...",99 %,긍정,"['각자의', '캐릭터', '잘', '살린', '영화', '한', '명,', '한', '명의', '역할이', '눈에', '들어오고', '보기', '충분히', '즐거웠다.', '영화', '대체로', '설명이', '부족하다는', '느낌', '들기도', '했지만', '그만큼', '호흡이', '빠른', '영화', '긴장감이', '있다.', '오랜만에', '극장', '본...']"
"여러분 ,, 진짜 코로나시대 한줄기 빛 같은 영화입니다 달려가세요 ,, 세상 간지를 약 2시간 만에 전부 구경함 ,, 연기 간지 배우 간지 스토리 개 간지 패션 삽 간지 ㅠㅠㅠㅠ",86 %,긍정,"['여러분', ',,', '진짜', '코로나', '한줄기', '빛', '같은', '영화', '달려가세요', ',,', '세상', '간지를', '약', '2시간', '만에', '전부', '구경함', ',,', '연기', '간지', '배우', '간지', '스토리', '개', '간지', '패션', '삽', '간지', 'ㅠㅠ']"
아니 별로 재미없어 걍 미적지근한 영화,99 %,부정,"['아니', '별로', '재미', '걍', '미적지근한', '영화']"
대체 뭐가 재밌다는건지 이해가 안되요 ㅠㅠ 별 마이너스는 없나요,99 %,부정,"['대체', '뭐가', '재밌', '이해', '안되', 'ㅠㅠ', '별', '마이너스는', '없나요']"
"와..재미도 없고, 감동도 없고, 진실도 없고이런 영화를 보겠다고 돈 내고 영화관에 오다니. 시간이 아까웠다.",99 %,부정,"['와..재미도', '없고', '감동', '없고', '진실도', '없고', '영화', '보겠다고', '돈', '내고', '영화', '오다니.', '시간', '아까']"
와.. 이렇게 재미없고 집중 안되는 영화는 난생처음봄 평점에 속아서봤는데 알바들이 이렇게 많을줄이야 질린다,99 %,부정,"['와..', '이렇게', '재미', '집중', '안되', '영화', '난생처음봄', '평점', '속아서봤는데', '알바', '이렇게', '많을줄이야', '질린다']"
엉성한 스토리와 신파.,99 %,부정,"['엉성한', '스토리', '신파']"
코로나로 인해 힘들다지만 평점 조작에 ㅋㅋ그런 고구마 1873431680개 먹은듯한 영화는 올만이네.. 재미 드릅게 없고 모든 연결구성이 어거지스럽다..현재 영화보고 있는 와중에 평점 남긴다별한개도 아깝다,99 %,부정,"['코로나', '인해', '힘들다지만', '평점', '조작에', 'ㅋㅋ', '고구마', '1873431680개', '먹은듯한', '영화', '올만이네..', '재미', '드릅게', '없고', '모든', '연결구성이', '어거지스럽다..현재', '영화', '있는', '와중에', '평점', '남긴다별한개도', '아깝']"
잔잔한감동 ^^간만에 재밌게보았습니다배우들의 연기두 구멍없이 탄탄해서 좋으네용,99 %,긍정,"['잔잔한감동', '^^간만에', '재밌', '연기', '구멍없이', '탄탄해서', '좋으네용']"
재미있고 좋은 영화라고 생각합니다.,91 %,긍정,"['재미', '좋은', '영화', '생각']"
웃으면서 기분좋게 나올수 있었어요^^,95 %,긍정,"['웃으면서', '기분', '나올수', '있었']"
페미 영화라는 생각밖에는 남자직원은 권위의 상징이자 능력없는 기생충으로 기발하게 잘묘사...,87 %,부정,"['페미', '영화', '생각', '남자', '권위의', '상징이자', '능력없는', '기생충으로', '기발하게', '잘묘사...']"
어설픈 폐미 영화는 무조건 1점임 ㅅㄱ,93 %,부정,"['어설픈', '폐미', '영화', '무조건', '1점임', 'ㅅㄱ']"
왜봄? 돈날리고 시간날리고 차 기름값 날리고 다날리고,99 %,부정,"['왜봄?', '돈날리고', '시간', '차', '기름값', '날리고', '다날리고']"
오글거림의 향연. 배우들의 연기 및 비주얼은 볼만 했다. 이야기는 두서가 좀 없고 잘 만든 영화는 아니다. 평점 알바 너무 많아서 다시 씀.한명이라도 덜 속으시라고. 주말에 만이천원 내고 시간죽였네. 게임이나 할걸....,86 %,긍정,"['오글거', '향연.', '배우', '연기', '및', '비주얼은', '볼만', '했다.', '이야기', '두서가', '좀', '없고', '잘', '만든', '영화', '아니', '평점', '알바', '너무', '많아', '다시', '씀.한명이라도', '덜', '속으시라고.', '주말에', '만이천원', '내고', '시간', '게임이나', '할걸....']"
솔직히 9점은 아니자나 알바들아 ^^ ㅡㅡ;;,89 %,부정,"['솔직', '9점', '아니', '알바', '^^', 'ㅡㅡ;;']"
일요일에 관람한 후기아직도 댓글알바가 판치는건가..;;솔직히 웬만한 영화 다잘보는데 언제끝나나 내용전개 억지스럽고공감이 아닌 반감만 들었던 영화.,99 %,부정,"['일요일에', '관람', '후기아직도', '댓글알바가', '판치는건가..;;솔직히', '웬만한', '영화', '다잘보는데', '언제끝나나', '내용', '억지', '아닌', '반감만', '들었던', '영화']"
전형적인 페미영화... 페미가 영화산업 다망치는듯 전형적으로 남자가 악당 여자는 정의,99 %,부정,"['전형적인', '페미', '페미', '영화', '다망치는듯', '전형적', '남자', '악당', '여자', '정의']"
"아니,이게 어떻게 평점이 9점대야 진짜 말이되냐",94 %,부정,"['아니', '어떻게', '평점', '9점대', '진짜', '말이되냐']"
"...,왜평점이높은지모르겠어요8개월만에 영화관에 간건데 노잼,..아....연기는다잘하는데 스토리가 ㅠㅠ끝에는 오글.,.저는 별루였네요",99 %,부정,"['..', '영화', '간건데', '노잼', '스토리', 'ㅠㅠ', '오글', '별루였네요']"
이 영화 평점 10점 주는 사람들보고 이 영화본다면 클레멘타인 사태 일어납니다....,89 %,부정,"['이', '영화', '평점', '10', '주는', '사람들', '이', '영화', '클레멘타인', '사태', '일어납니다....']"
오글 오글. 유치찬란. 온갖영화 짬뽕.하나의 이야기라도 잘 해라 감독아,98 %,부정,"['오글', '오글', '유치', '온갖영화', '짬뽕.하나의', '이야기', '잘', '해라', '감독아']"
0점도 줄수있게 해주세요~ ^^,50 %,부정,"['0점도', '줄수있게', '해주세요~', '^^']"
한국의 전형적인 오글거림...그리고 현실성 부족과 캐릭터가 튀는 느낌 일관성 있지않음...직장 안다녀본 사람이 보면 무난하게 볼 수 잇을듯,98 %,부정,"['한국', '전형적인', '오글거', '현실', '부족과', '캐릭터', '튀는', '느낌', '일관성', '있지않음...직장', '안다녀본', '사람', '보면', '무난하게', '볼', '수', '잇을듯']"
와 알바들 많이동원 되었네요 도데체 어디가 개연성이있고 어디에서 케미가있나요 그냥단순핫 오지랖과 그저 기회가없다는 푸념 어이없는연출만 보이는데 이게재미있나요 그냥82년김지영보다는 조금나은 영화이지 무엇을이야기하고싶은...,75 %,부정,"['와', '알바', '많이', '되었네요', '도데체', '어디가', '개연성', '어디에서', '케미', '그냥', '오지랖과', '그저', '기회가없다는', '푸념', '어이없는연출만', '보이는데', '이게', '그냥', '조금나은', '영화', '무엇을이야기하고싶은...']"
"정말 재미 없습니다. 평점 이 정도면 사기입니다. 말도 안돼요. 영화 좋아하고 혼자서 자주보는편인데 살면서 처음 리뷰남깁니다. 영화를 재미있게 만들지 못한건 어쩔 수 없다쳐도, 이렇게 리뷰와 평점으로 속여서 관객들을...",69 %,긍정,"['정말', '재미', '없습니다.', '평점', '이', '정도', '사기입니다.', '말도', '안돼요.', '영화', '좋아하', '혼자서', '자주보는편인데', '살면서', '처음', '리뷰남깁니다.', '영화', '재미', '만들', '못한건', '어쩔', '수', '없다쳐도,', '이렇게', '리뷰와', '평점', '속여서', '관객들을...']"
꽤 무거운 주제를 발랄하게 풀어냈어요~반전도 있고^^~ 생각지 않게 재밌었어요~~,98 %,긍정,"['꽤', '무거운', '주제를', '발랄하게', '풀어', '있고', '생각', '않게', '재밌']"
장례식장 장면보고 눈물흘림,82 %,긍정,"['장례식장', '장면', '눈물흘림']"
"올해본 한국영화중 최고!! 반도, 살아있다, 국제수사 기타등등 반성해라",99 %,긍정,"['올해', '한국영화', '최고', '반도,', '살아있다,', '국제수사', '기타등등', '반성해라']"
제발 꼭 보세요 제발요모든 사람이 봤으면 좋겠어요,52 %,부정,"['제발', '꼭', '보세요', '제발요모든', '사람', '봤으면', '좋겠어요']"
".., ?.?!, ./",74 %,긍정,"['..', '?.?!,', './']"
"이게 대체 왜 9.1인거지..? 평점때문에 많이 기대하고 갔는데 너무 전형적인 캐릭터 설정, 웹드라마에 나올거 같은 효과들 보고 기대했던거라 그런가 더 실망했다. 특히 대사.. 어떻게든 명대사 만드려는 노력이 보여서...",95 %,부정,"['이게', '대체', '왜', '9.1인거지..?', '평점', '많이', '기대', '갔는데', '너무', '전형적인', '캐릭터', '설정,', '웹드라마에', '나올거', '같은', '효과들', '보고', '기대', '그런', '더', '실망', '특히', '대사', '어떻게든', '명대사', '만드려는', '노력이', '보여']"
영화 진짜 감동적이고 멋있었어요! 올해 최고의 영화.. 두번 세번 더 볼 예정입니다 계속 볼거에요ㅠㅠㅠ,99 %,긍정,"['영화', '진짜', '감동', '멋있', '올해', '최고', '영화', '두번', '세번', '더', '볼', '예정입니다', '계속', '볼거에요ㅠㅠㅠ']"
영화 평점 올리는 데에는 여자배우들만 섭외해서 남자는 악역으로만 몰고 여자가 해결하는 영화 만드는 게 제일 쉬움,98 %,부정,"['영화', '평점', '올리는', '데에는', '여자', '섭외해서', '남자', '악역으로만', '몰고', '여자', '해결하는', '영화', '만드는', '게', '제일', '쉬움']"
상고졸 여직원셋이 본인들기업  공장에서 환경오염 문제를 파해치는 탐정놀이 영화.. 이딴 영화를 극장에서 보자니 내 자신이 한심해짐 이게 2020년도에 상영된 영화라니 대한민국 영화수준도 바닥인듯.. 대기업 문제  성...,99 %,부정,"['상고졸', '여직원셋이', '본인들기업', '공장에서', '환경오염', '문제를', '파해치는', '탐정놀이', '영화', '이딴', '영화', '극장', '보자니', '내', '자신이', '한심해짐', '이게', '2020', '상영된', '영화', '대한민국', '영화', '바닥인듯..', '대기업', '문제', '성...']"
댓글알바 진짜 심각한수준이다,99 %,부정,"['댓글알바', '진짜', '심각한수준이다']"
"남녀문제를 떠나서 그냥 영화가 진짜 재미없고 지루해요보다가 중간에 나가는사람 수두룩하고 7광구 이후 영화보면서 처음으로 푹잤네요,",99 %,부정,"['남녀문제를', '떠나서', '그냥', '영화', '진짜', '재미', '지루', '중간에', '나가는사람', '수두룩하고', '7광구', '이후', '영화', '처음', '푹잤네요,']"
현실에선 있을 수 없는 내용이지만 이런 스토리의 영화가 많이 나오는건 분명 사회가 변하고 있다는 긍정적인 신호인 것 같앗음,99 %,긍정,"['현실', '있을', '수', '없는', '내용', '이런', '스토리', '영화', '많이', '나오는', '분명', '사회', '변하고', '있다는', '긍정적인', '신호인', '것', '같앗음']"
재미있습니다 재미있습니다 재미있습니다,97 %,긍정,"['재미', '재미', '재미']"
재밋어용 조금뻔한스토리,95 %,긍정,"['재밋어용', '조금뻔한스토리']"
재밌게 봤습니다! 중간중간에 계속 웃으면서 볼 수 있어서 다시 보고 싶은 영화입니다,99 %,긍정,"['재밌', '봤습니다', '중간', '계속', '웃으면서', '볼', '수', '있어', '다시', '보고', '싶은', '영화']"
예고편 보고 흥미가 생겨 개봉하면 봐야겠다 생각했는데 괜찮은 영화였던거 같아요~,93 %,긍정,"['예고편', '보고', '흥미가', '생겨', '개봉', '봐야겠다', '생각', '괜찮', '영화', '같아요']"
조금 유치하긴 한데 그래도 재밌어요. 여자들이 주역으로 나오는 게 새로운 기분이라 좋습니다. 연기도 다 훌륭하고 복선 회수도 굿.,99 %,긍정,"['조금', '유치', '한데', '그래도', '재밌', '여자', '주역으로', '나오는', '게', '새로운', '기분', '좋습니다.', '연기', '다', '훌륭하고', '복선', '회수도', '굿.']"
큰 기대 없이 보면 볼만함,98 %,긍정,"['큰', '기대', '없이', '보면', '볼만']"
마지막에 살짝 오글거리긴하지만 배우들 연기랑 스토리가 재밌어요. 오랜만에 영화관에서 본 영화가 감동적이고 생각많아지게해줘서 너무 좋아요,99 %,긍정,"['마지막', '살짝', '오글거', '배우', '연기', '스토리', '재밌', '오랜만에', '영화', '본', '영화', '감동', '생각', '너무', '좋아']"
엄마랑 둘이 재밌게 봤어요! 가볍게 재밌게 즐기기 좋은 영화 ㅋㅋㅋ 한번 더 보려고 생각중,99 %,긍정,"['엄마', '둘이', '재밌', '봤어요', '가볍', '재밌', '즐기기', '좋은', '영화', 'ㅋㅋ', '한번', '더', '보려고', '생각']"
"좋아하는 배우들이 나오길래 시험 끝난 기념으로 보고 왔는데 기대했던 것 이상으로 정말 재미있었고 예상 외로 감동도 있었습니다. 학생들, 청년들이 봐도 좋을 거 같고 특히 부모님들과 함께 보셔도 후회 안 하실 거 같아...",99 %,긍정,"['좋아하', '배우', '나오', '시험', '끝난', '기념으로', '보고', '왔는데', '기대', '것', '이상으로', '정말', '재미', '예상', '외로', '감동', '있었', '학생들,', '청년들이', '봐도', '좋을', '거', '같고', '특히', '부모님들과', '함께', '보셔도', '후회', '안', '하실', '거', '같아']"
간만에 재밌는 영활 본 것 같다.사랑스럽구ㅎㅎ,98 %,긍정,"['간만에', '재밌', '영활', '본', '것', '같다.사랑스럽구ㅎㅎ']"
남자친구랑 보러 갔는데 진짜 보다가 졸다 나옴..,99 %,부정,"['남자', '보러', '갔는데', '진짜', '보다', '졸다', '나옴..']"
아주 재밌게 봤어요 !!!! 다들 꼭 보세요,87 %,긍정,"['아주', '재밌', '봤어요', '!!!!', '다들', '꼭', '보세요']"
재밋게밧어요^^♡♡엔딩도나쁘지않았어요 여배우들케미가좋앗습니다 한번씩보면 배우들 미소에 웃게되겟네요^^♡,99 %,긍정,"['재밋게밧어요^^♡♡엔딩도나쁘지않았어요', '여배우들케미가좋앗습니다', '한번', '배우', '미소에', '웃게되겟네요^^♡']"
재밌어요~주인공들 연기최고,96 %,긍정,"['재밌', '연기']"
연출과 디테일이 좋았습니다,86 %,긍정,"['연출', '디테일이', '좋았습니다']"
평범한  스토리.그냥저냥 봣어요,54 %,긍정,"['평범한', '스토리', '봣어요']"
옛날이나 지금이나 영어의 중요thㅓㅇ,89 %,긍정,"['옛날이나', '지금', '영어의', '중요thㅓㅇ']"
"재밌어요 ㅋㅋㅋ 다들 연기를 너무 잘해요!!!! 흥해라 고아성 이솜 박혜수 !! 고아성은 믿고보는 배우이고, 이솜 또한 너무 매력적으로 연기를 잘해요. 그리고 혜수는 사임당 드라마부터 스윙키즈때도 눈여겨 봤던 배우인...",91 %,긍정,"['재밌', 'ㅋㅋ', '다들', '연기', '너무', '잘해요!!!!', '흥해라', '고아성', '이솜', '박혜수', '!!', '고아성', '믿고보는', '배우', '이솜', '또한', '너무', '매력', '연기', '잘해요.', '그리고', '혜수는', '사임당', '드라마부터', '스윙키즈때도', '눈여겨', '봤던', '배우']"
김종수 연기는 항상 보기편하고 정감가네요.주연보다 조연들이 더 눈에들어왔던 영화.,97 %,긍정,"['김종수', '연기', '항상', '보기', '정감가네요.주연보다', '조연들이', '더', '눈에들어왔던', '영화']"
이게 재밋냐 ㄹㅇ 후 보다가 나옴,96 %,부정,"['이게', '재밋냐', 'ㄹㅇ', '후', '보다', '나옴']"
대한민국에서 꼴페미 장사는 돈이 된당께,99 %,부정,"['대한민국에서', '꼴페미', '장사는', '돈이', '된당께']"
진짜 구라 안치고 보다 잠,98 %,부정,"['진짜', '구라', '안치고', '보다', '잠']"
"7.5점이 적당한 영화. 코로나 덕에 올해 개봉영화가 몇 없다보니 평점이 높은듯. 뻔한 결말, 개연성 떨어지는 전개.",96 %,부정,"['7.5점이', '적당한', '영화', '코로나', '덕에', '올해', '개봉', '몇', '없다보니', '평점', '높은', '뻔한', '결말', '개연성', '떨어지는', '전개']"
진짜 재밌어요  친구랑 봤는데 엄마랑도 또 보러가고 싶은 영화,99 %,긍정,"['진짜', '재밌', '친구랑', '봤는데', '엄마', '또', '보러', '싶은', '영화']"
"한번쯤 더 보고싶은 영화재밌고, 너무 귀여운 영화",98 %,긍정,"['한번', '더', '보고', '영화', '너무', '귀여운', '영화']"
영어와 관련된 에피소드가 많은건 아니구요예상햇던 전개 흐름이였어요솔직히 평점에 비해서는 기대 이하요 ㅠㅠ,95 %,부정,"['영어와', '관련된', '에피소드가', '많은', '아니', '전개', '흐름이였어요솔직히', '평점', '비해서는', '기대', '이하요', 'ㅠㅠ']"
평점 왜이렇게 높음..? 뭔 내용인지 1도 모르겠고 별로 재미도 없음...,99 %,부정,"['평점', '왜이렇게', '높음..?', '뭔', '내용', '1도', '모르겠', '별로', '재미', '없음...']"
언제적 댓글이 그대로야 ㅡㅡ,97 %,부정,"['언제적', '댓글이', '그대로야', 'ㅡㅡ']"
뻔한 스토리 과한 표정연기 어이없는 웃음 유도 장면 그나마 건진건 시대에 맞는 미장센 끝 노잼,99 %,부정,"['뻔한', '스토리', '과한', '표정연기', '어이없는', '웃음', '유도', '장면', '그나마', '건진건', '시대', '맞는', '미장센', '끝', '노잼']"
솔직히 이건 아니다...영화 보는 내내 웃음포인트 하나도 없어서 나뿐 아니라 영화관에 있는 사람들 모두 빵터지는 소리 단한번도 없음. 스토리도 실망..,99 %,부정,"['솔직', '이건', '아니', '보는', '내내', '웃음', '하나', '없어', '나뿐', '아니', '영화', '있는', '사람들', '모두', '빵터지는', '소리', '단한번도', '없음.', '스토리', '실망']"
유치하고 재미없어요.,96 %,부정,"['유치', '재미']"
말하고자하는 바는 알겠으나 유치하고 그닥 재밌지는 않았습니다 ㅠㅠ 그냥 배우들 조합 보는 맛,70 %,부정,"['말하고자하는', '바는', '알겠으나', '유치', '그닥', '재밌', '않았', 'ㅠㅠ', '그냥', '배우', '조합', '보는', '맛']"
내용은 줄리아 로버츠 에린 브로코비치를 그리고 나머지는 히든피겨스라는 영화를 보고 짬뽕시켜서 비슷하게 만든 영화네요,94 %,부정,"['내용', '줄리아', '로버츠', '에린', '브로코비치를', '그리고', '나머지는', '히든피겨스라는', '영화', '보고', '짬뽕시켜서', '비슷하게', '만든', '영화']"
ㅋㅋㅋ 독점해도 100만이면 뭐,99 %,부정,"['ㅋㅋ', '독점해도', '10', '뭐']"
음 너무 억지스러워요 나오는 남자들은 다 무능력하고 넘 여자만 영웅으로 만드는 느낌?,99 %,부정,"['음', '너무', '억지', '나오는', '남자', '다', '무능력하고', '넘', '여자', '영웅으로', '만드는', '느낌']"
모든 감상포인트가 최.악.이였어요.진심으로다가 최근 몇년간 본영화중에 제일재미없고 ㅡㅡ 이시간도아까운데 진짜속지마세요 이영화진짜재미없어요. 손발 오그라들어서 사라져요.,99 %,부정,"['모든', '감상포인트가', '최.악.이였어요.진심으로다가', '최근', '몇년간', '본영화중에', '제일', 'ㅡㅡ', '이시간도아까운데', '진짜', '이영화', '손발', '오그라', '사라져요.']"
"초반은 볼만 했으나, 뒤로 갈수록 일관성 없는 캐릭터에, 한국영화에 등장하는 온갖 클리셰 다 갖다붙여서 재미,교훈,감동 다 잡을려다가 다 못 잡은 케이스가 아닐까... 후반부는 집중이 안될정도로 유치하고 오글거림.....",99 %,부정,"['초반은', '볼만', '했으나,', '뒤로', '갈수', '일관성', '없는', '캐릭터', '한국영화', '등장하는', '온갖', '클리셰', '다', '갖다붙여서', '재미', '다', '잡을려다가', '다', '못', '잡은', '케이스가', '아닐까...', '후반부', '집중이', '안될정도로', '유치', '오글거']"
이솜은 정말 그시대사람 같았다 고아성 머리스타일은 최악이다 95년에 몰입갑을 자꾸깬다,99 %,부정,"['이솜', '정말', '그시대사람', '같았다', '고아성', '머리스타일은', '최악', '95년에', '몰입', '자꾸깬다']"
흠..진짜 시간 가는줄 알고 봤습니다,97 %,부정,"['흠..진짜', '시간', '가는줄', '알고', '봤습니다']"
정말FunFun 해요 개뻔하다구요,79 %,부정,"['정말', '해요', '개뻔하다구요']"
평점보고 갔는데 졸렸어요,95 %,부정,"['평점', '갔는데', '졸렸어요']"
대체 뭘 말하고 싶은 건지..,94 %,부정,"['대체', '뭘', '말하고', '싶은', '건지..']"
딱 한국영화    오늘 보고 왔는데 갈수록 한국영화 실망하게된다 그리고 이영화 폐미영화는 아님    무턱대고 불편해할필요는없음그리고 재미 없다는 댓글에 이영화가 재미없다고 평 남기면 한남이냐?,99 %,부정,"['딱', '한국영화', '오늘', '보고', '왔는데', '갈수', '한국영화', '실망', '그리고', '이영화', '폐미영화는', '아님', '무턱대고', '불편해할필요는없음그리고', '재미', '없다는', '댓글에', '이영화', '재미', '평', '남기면', '한남이냐?']"
처음 십분은 재미있을듯 하지만 2시간 동안 처음 십분의 내용을 반복함,50 %,부정,"['처음', '십분은', '재미', '하지', '2시간', '동안', '처음', '십분의', '내용', '반복함']"
알바에 속아서 봤네내돈내시간내놔ㅠ중간에 나오려다 참음,99 %,부정,"['알바', '속아서', '봤네내돈내시간내놔ㅠ중간에', '나오', '참음']"
